SRA,Sample name,BioSample,Organism,Accession,ID
SRS23874864,Met3159,SAMN44606906,human skin metagenome,SAMN44606906,44606906
SRS23874863,Met3158,SAMN44606905,human skin metagenome,SAMN44606905,44606905
SRS23874862,Met3157,SAMN44606904,human skin metagenome,SAMN44606904,44606904
SRS23874861,Met3156,SAMN44606903,human skin metagenome,SAMN44606903,44606903
SRS23874860,Met3155,SAMN44606902,human skin metagenome,SAMN44606902,44606902
SRS23874859,Met3154,SAMN44606901,human skin metagenome,SAMN44606901,44606901
SRS23874858,Met3153,SAMN44606900,human skin metagenome,SAMN44606900,44606900
SRS23874857,Met3152,SAMN44606899,human skin metagenome,SAMN44606899,44606899
SRS23874856,Met3151,SAMN44606898,human skin metagenome,SAMN44606898,44606898
SRS23874855,Met3150,SAMN44606897,human skin metagenome,SAMN44606897,44606897
SRS23874854,Met3149,SAMN44606896,human skin metagenome,SAMN44606896,44606896
SRS23874853,Met3148,SAMN44606895,human skin metagenome,SAMN44606895,44606895
SRS23874852,Met3147,SAMN44606894,human skin metagenome,SAMN44606894,44606894
SRS23874851,Met3146,SAMN44606893,human skin metagenome,SAMN44606893,44606893
SRS23874850,Met3006,SAMN44606892,human skin metagenome,SAMN44606892,44606892
SRS23874849,Met3005,SAMN44606891,human skin metagenome,SAMN44606891,44606891
SRS23874848,Met3004,SAMN44606890,human skin metagenome,SAMN44606890,44606890
SRS23874847,Met3003,SAMN44606889,human skin metagenome,SAMN44606889,44606889
SRS23874846,Met2994,SAMN44606888,human skin metagenome,SAMN44606888,44606888
SRS23874845,Met2993,SAMN44606887,human skin metagenome,SAMN44606887,44606887
SRS23874844,Met2992,SAMN44606886,human skin metagenome,SAMN44606886,44606886
SRS23874843,Met2991,SAMN44606885,human skin metagenome,SAMN44606885,44606885
SRS23874839,Met2982,SAMN44606884,human skin metagenome,SAMN44606884,44606884
SRS23874838,Met2981,SAMN44606883,human skin metagenome,SAMN44606883,44606883
SRS23874837,Met2980,SAMN44606882,human skin metagenome,SAMN44606882,44606882
SRS23874835,Met2979,SAMN44606881,human skin metagenome,SAMN44606881,44606881
SRS23874836,Met2970,SAMN44606880,human skin metagenome,SAMN44606880,44606880
SRS23874834,Met2969,SAMN44606879,human skin metagenome,SAMN44606879,44606879
SRS23874833,Met2968,SAMN44606878,human skin metagenome,SAMN44606878,44606878
SRS23874830,Met2967,SAMN44606877,human skin metagenome,SAMN44606877,44606877
SRS23874832,Met2958,SAMN44606876,human skin metagenome,SAMN44606876,44606876
SRS23874831,Met2957,SAMN44606875,human skin metagenome,SAMN44606875,44606875
SRS23874829,Met2956,SAMN44606874,human skin metagenome,SAMN44606874,44606874
SRS23874828,Met2955,SAMN44606873,human skin metagenome,SAMN44606873,44606873
SRS23874827,Met2946,SAMN44606872,human skin metagenome,SAMN44606872,44606872
SRS23874825,Met2945,SAMN44606871,human skin metagenome,SAMN44606871,44606871
SRS23874826,Met2944,SAMN44606870,human skin metagenome,SAMN44606870,44606870
SRS23874824,Met2943,SAMN44606869,human skin metagenome,SAMN44606869,44606869
SRS23874822,Met2934,SAMN44606868,human skin metagenome,SAMN44606868,44606868
SRS23874823,Met2933,SAMN44606867,human skin metagenome,SAMN44606867,44606867
SRS23874821,Met2932,SAMN44606866,human skin metagenome,SAMN44606866,44606866
SRS23874819,Met2931,SAMN44606865,human skin metagenome,SAMN44606865,44606865
SRS23874820,Met2922,SAMN44606864,human skin metagenome,SAMN44606864,44606864
SRS23874817,Met2921,SAMN44606863,human skin metagenome,SAMN44606863,44606863
SRS23874818,Met2920,SAMN44606862,human skin metagenome,SAMN44606862,44606862
SRS23874816,Met2919,SAMN44606861,human skin metagenome,SAMN44606861,44606861
SRS23873145,Met2144,SAMN44606860,human skin metagenome,SAMN44606860,44606860
SRS23873144,Met2143,SAMN44606859,human skin metagenome,SAMN44606859,44606859
SRS23873143,Met2141,SAMN44606858,human skin metagenome,SAMN44606858,44606858
SRS23873141,Met2140,SAMN44606857,human skin metagenome,SAMN44606857,44606857
SRS23873142,Met2138,SAMN44606856,human skin metagenome,SAMN44606856,44606856
SRS23873140,Met2137,SAMN44606855,human skin metagenome,SAMN44606855,44606855
SRS23873139,Met2129,SAMN44606854,human skin metagenome,SAMN44606854,44606854
SRS23873137,Met2128,SAMN44606853,human skin metagenome,SAMN44606853,44606853
SRS23873138,Met2126,SAMN44606852,human skin metagenome,SAMN44606852,44606852
SRS23873136,Met2125,SAMN44606851,human skin metagenome,SAMN44606851,44606851
SRS23873134,Met2123,SAMN44606850,human skin metagenome,SAMN44606850,44606850
SRS23873135,Met2122,SAMN44606849,human skin metagenome,SAMN44606849,44606849
SRS23873133,Met2120,SAMN44606848,human skin metagenome,SAMN44606848,44606848
SRS23873132,Met2119,SAMN44606847,human skin metagenome,SAMN44606847,44606847
SRS23873131,Met2117,SAMN44606846,human skin metagenome,SAMN44606846,44606846
SRS23873130,Met2116,SAMN44606845,human skin metagenome,SAMN44606845,44606845
SRS23873129,Met2114,SAMN44606844,human skin metagenome,SAMN44606844,44606844
SRS23873128,Met2113,SAMN44606843,human skin metagenome,SAMN44606843,44606843
SRS23873127,Met2111,SAMN44606842,human skin metagenome,SAMN44606842,44606842
SRS23873126,Met2110,SAMN44606841,human skin metagenome,SAMN44606841,44606841
SRS23873124,Met2108,SAMN44606840,human skin metagenome,SAMN44606840,44606840
SRS23873125,Met2107,SAMN44606839,human skin metagenome,SAMN44606839,44606839
SRS23873122,Met2105,SAMN44606838,human skin metagenome,SAMN44606838,44606838
SRS23873123,Met2104,SAMN44606837,human skin metagenome,SAMN44606837,44606837
